title,abstract,published
Contrastive Federated Learning with Tabular Data Silos,"Learning from data silos is a difficult task for organizations that need to
obtain knowledge of objects that appeared in multiple independent data silos.
Objects in multi-organizations, such as government agents, are referred by
different identifiers, such as driver license, passport number, and tax file
number. The data distributions in data silos are mostly non-IID (Independently
and Identically Distributed), labelless, and vertically partitioned (i.e.,
having different attributes). Privacy concerns harden the above issues.
Conditions inhibit enthusiasm for collaborative work. While Federated Learning
(FL) has been proposed to address these issues, the difficulty of labeling,
namely, label costliness, often hinders optimal model performance. A potential
solution lies in contrastive learning, an unsupervised self-learning technique
to represent semantic data by contrasting similar data pairs. However,
contrastive learning is currently not designed to handle tabular data silos
that existed within multiple organizations where data linkage by quasi
identifiers are needed. To address these challenges, we propose using
semi-supervised contrastive federated learning, which we refer to as
Contrastive Federated Learning with Data Silos (CFL). Our approach tackles the
aforementioned issues with an integrated solution. Our experimental results
demonstrate that CFL outperforms current methods in addressing these challenges
and providing improvements in accuracy. Additionally, we present positive
results that showcase the advantages of our contrastive federated learning
approach in complex client environments.",2024-09-10 00:24:59+00:00
Case Study: Leveraging GenAI to Build AI-based Surrogates and Regressors for Modeling Radio Frequency Heating in Fusion Energy Science,"This work presents a detailed case study on using Generative AI (GenAI) to
develop AI surrogates for simulation models in fusion energy research. The
scope includes the methodology, implementation, and results of using GenAI to
assist in model development and optimization, comparing these results with
previous manually developed models.",2024-09-10 00:22:19+00:00
PaRCE: Probabilistic and Reconstruction-Based Competency Estimation for Safe Navigation Under Perception Uncertainty,"Perception-based navigation systems are useful for unmanned ground vehicle
(UGV) navigation in complex terrains, where traditional depth-based navigation
schemes are insufficient. However, these data-driven methods are highly
dependent on their training data and can fail in surprising and dramatic ways
with little warning. To ensure the safety of the vehicle and the surrounding
environment, it is imperative that the navigation system is able to recognize
the predictive uncertainty of the perception model and respond safely and
effectively in the face of uncertainty. In an effort to enable safe navigation
under perception uncertainty, we develop a probabilistic and
reconstruction-based competency estimation (PaRCE) method to estimate the
model's level of familiarity with an input image as a whole and with specific
regions in the image. We find that the overall competency score can correctly
predict correctly classified, misclassified, and out-of-distribution (OOD)
samples. We also confirm that the regional competency maps can accurately
distinguish between familiar and unfamiliar regions across images. We then use
this competency information to develop a planning and control scheme that
enables effective navigation while maintaining a low probability of error. We
find that the competency-aware scheme greatly reduces the number of collisions
with unfamiliar obstacles, compared to a baseline controller with no competency
awareness. Furthermore, the regional competency information is very valuable in
enabling efficient navigation.",2024-09-09 23:34:24+00:00
Doppelgänger's Watch: A Split Objective Approach to Large Language Models,"In this paper, we investigate the problem of ""generation supervision"" in
large language models, and present a novel bicameral architecture to separate
supervision signals from their core capability, helpfulness. Doppelg\""anger, a
new module parallel to the underlying language model, supervises the generation
of each token, and learns to concurrently predict the supervision score(s) of
the sequences up to and including each token. In this work, we present the
theoretical findings, and leave the report on experimental results to a
forthcoming publication.",2024-09-09 23:22:27+00:00
SGC-VQGAN: Towards Complex Scene Representation via Semantic Guided Clustering Codebook,"Vector quantization (VQ) is a method for deterministically learning features
through discrete codebook representations. Recent works have utilized visual
tokenizers to discretize visual regions for self-supervised representation
learning. However, a notable limitation of these tokenizers is lack of
semantics, as they are derived solely from the pretext task of reconstructing
raw image pixels in an auto-encoder paradigm. Additionally, issues like
imbalanced codebook distribution and codebook collapse can adversely impact
performance due to inefficient codebook utilization. To address these
challenges, We introduce SGC-VQGAN through Semantic Online Clustering method to
enhance token semantics through Consistent Semantic Learning. Utilizing
inference results from segmentation model , our approach constructs a
temporospatially consistent semantic codebook, addressing issues of codebook
collapse and imbalanced token semantics. Our proposed Pyramid Feature Learning
pipeline integrates multi-level features to capture both image details and
semantics simultaneously. As a result, SGC-VQGAN achieves SOTA performance in
both reconstruction quality and various downstream tasks. Its simplicity,
requiring no additional parameter learning, enables its direct application in
downstream tasks, presenting significant potential.",2024-09-09 23:12:43+00:00
LSE-NeRF: Learning Sensor Modeling Errors for Deblured Neural Radiance Fields with RGB-Event Stereo,"We present a method for reconstructing a clear Neural Radiance Field (NeRF)
even with fast camera motions. To address blur artifacts, we leverage both
(blurry) RGB images and event camera data captured in a binocular
configuration. Importantly, when reconstructing our clear NeRF, we consider the
camera modeling imperfections that arise from the simple pinhole camera model
as learned embeddings for each camera measurement, and further learn a mapper
that connects event camera measurements with RGB data. As no previous dataset
exists for our binocular setting, we introduce an event camera dataset with
captures from a 3D-printed stereo configuration between RGB and event cameras.
Empirically, we evaluate our introduced dataset and EVIMOv2 and show that our
method leads to improved reconstructions. Our code and dataset are available at
https://github.com/ubc-vision/LSENeRF.",2024-09-09 23:11:46+00:00
Bridging Autoencoders and Dynamic Mode Decomposition for Reduced-order Modeling and Control of PDEs,"Modeling and controlling complex spatiotemporal dynamical systems driven by
partial differential equations (PDEs) often necessitate dimensionality
reduction techniques to construct lower-order models for computational
efficiency. This paper explores a deep autoencoding learning method for
reduced-order modeling and control of dynamical systems governed by
spatiotemporal PDEs. We first analytically show that an optimization objective
for learning a linear autoencoding reduced-order model can be formulated to
yield a solution closely resembling the result obtained through the dynamic
mode decomposition with control algorithm. We then extend this linear
autoencoding architecture to a deep autoencoding framework, enabling the
development of a nonlinear reduced-order model. Furthermore, we leverage the
learned reduced-order model to design controllers using stability-constrained
deep neural networks. Numerical experiments are presented to validate the
efficacy of our approach in both modeling and control using the example of a
reaction-diffusion system.",2024-09-09 22:56:40+00:00
Latent Diffusion Bridges for Unsupervised Musical Audio Timbre Transfer,"Music timbre transfer is a challenging task that involves modifying the
timbral characteristics of an audio signal while preserving its melodic
structure. In this paper, we propose a novel method based on dual diffusion
bridges, trained using the CocoChorales Dataset, which consists of unpaired
monophonic single-instrument audio data. Each diffusion model is trained on a
specific instrument with a Gaussian prior. During inference, a model is
designated as the source model to map the input audio to its corresponding
Gaussian prior, and another model is designated as the target model to
reconstruct the target audio from this Gaussian prior, thereby facilitating
timbre transfer. We compare our approach against existing unsupervised timbre
transfer models such as VAEGAN and Gaussian Flow Bridges (GFB). Experimental
results demonstrate that our method achieves both better Fr\'echet Audio
Distance (FAD) and melody preservation, as reflected by lower pitch distances
(DPD) compared to VAEGAN and GFB. Additionally, we discover that the noise
level from the Gaussian prior, $\sigma$, can be adjusted to control the degree
of melody preservation and amount of timbre transferred.",2024-09-09 22:16:48+00:00
Scalable Multitask Learning Using Gradient-based Estimation of Task Affinity,"Multitask learning is a widely used paradigm for training models on diverse
tasks, with applications ranging from graph neural networks to language model
fine-tuning. Since tasks may interfere with each other, a key notion for
modeling their relationships is task affinity. This includes pairwise task
affinity, computed among pairs of tasks, and higher-order affinity, computed
among subsets of tasks. Naively computing either of them requires repeatedly
training on data from various task combinations, which is computationally
intensive. We present a new algorithm Grad-TAG that can estimate task
affinities without this repeated training.
  The key idea of Grad-TAG is to train a ""base"" model for all tasks and then
use a linearization technique to estimate the loss of the model for a specific
task combination. The linearization works by computing a gradient-based
approximation of the loss, using low-dimensional projections of gradients as
features in a logistic regression to predict labels for the task combination.
We show that the linearized model can provably approximate the loss when the
gradient-based approximation is accurate, and also empirically verify that on
several large models. Then, given the estimated task affinity, we design a
semi-definite program for clustering similar tasks by maximizing the average
density of clusters.
  We evaluate Grad-TAG's performance across seven datasets, including
multi-label classification on graphs, and instruction fine-tuning of language
models. Our task affinity estimates are within 2.7% distance to the true
affinities while needing only 3% of FLOPs in full training. On our largest
graph with 21M edges and 500 labeling tasks, our algorithm delivers estimates
within 5% distance to the true affinities, using only 112 GPU hours. Our
results show that Grad-TAG achieves excellent performance and runtime tradeoffs
compared to existing approaches.",2024-09-09 21:59:27+00:00
Differentiable programming across the PDE and Machine Learning barrier,"The combination of machine learning and physical laws has shown immense
potential for solving scientific problems driven by partial differential
equations (PDEs) with the promise of fast inference, zero-shot generalisation,
and the ability to discover new physics. Examples include the use of
fundamental physical laws as inductive bias to machine learning algorithms,
also referred to as physics-driven machine learning, and the application of
machine learning to represent features not represented in the differential
equations such as closures for unresolved spatiotemporal scales. However, the
simulation of complex physical systems by coupling advanced numerics for PDEs
with state-of-the-art machine learning demands the composition of specialist
PDE solving frameworks with industry-standard machine learning tools.
Hand-rolling either the PDE solver or the neural net will not cut it. In this
work, we introduce a generic differentiable programming abstraction that
provides scientists and engineers with a highly productive way of specifying
end-to-end differentiable models coupling machine learning and PDE-based
components, while relying on code generation for high performance. Our
interface automates the coupling of arbitrary PDE-based systems and machine
learning models and unlocks new applications that could not hitherto be
tackled, while only requiring trivial changes to existing code. Our framework
has been adopted in the Firedrake finite-element library and supports the
PyTorch and JAX ecosystems, as well as downstream libraries.",2024-09-09 21:36:38+00:00
Symmetry constrained neural networks for detection and localization of damage in metal plates,"The present paper is concerned with deep learning techniques applied to
detection and localization of damage in a thin aluminum plate. We used data
generated on a tabletop apparatus by mounting to the plate four piezoelectric
transducers, each of which took turn to generate a Lamb wave that then
traversed the region of interest before being received by the remaining three
sensors. On training a neural network to analyze time-series data of the
material response, which displayed damage-reflective features whenever the
plate guided waves interacted with a contact load, we achieved a model that
detected with greater than 99% accuracy in addition to a model that localized
with $3.14 \pm 0.21$ mm mean distance error and captured more than 60% of test
examples within the diffraction limit. For each task, the best-performing model
was designed according to the inductive bias that our transducers were both
similar and arranged in a square pattern on a nearly uniform plate.",2024-09-09 21:36:08+00:00
Regression with Large Language Models for Materials and Molecular Property Prediction,"We demonstrate the ability of large language models (LLMs) to perform
material and molecular property regression tasks, a significant deviation from
the conventional LLM use case. We benchmark the Large Language Model Meta AI
(LLaMA) 3 on several molecular properties in the QM9 dataset and 24 materials
properties. Only composition-based input strings are used as the model input
and we fine tune on only the generative loss. We broadly find that LLaMA 3,
when fine-tuned using the SMILES representation of molecules, provides useful
regression results which can rival standard materials property prediction
models like random forest or fully connected neural networks on the QM9
dataset. Not surprisingly, LLaMA 3 errors are 5-10x higher than those of the
state-of-the-art models that were trained using far more granular
representation of molecules (e.g., atom types and their coordinates) for the
same task. Interestingly, LLaMA 3 provides improved predictions compared to
GPT-3.5 and GPT-4o. This work highlights the versatility of LLMs, suggesting
that LLM-like generative models can potentially transcend their traditional
applications to tackle complex physical phenomena, thus paving the way for
future research and applications in chemistry, materials science and other
scientific domains.",2024-09-09 21:26:32+00:00
MTLSO: A Multi-Task Learning Approach for Logic Synthesis Optimization,"Electronic Design Automation (EDA) is essential for IC design and has
recently benefited from AI-based techniques to improve efficiency. Logic
synthesis, a key EDA stage, transforms high-level hardware descriptions into
optimized netlists. Recent research has employed machine learning to predict
Quality of Results (QoR) for pairs of And-Inverter Graphs (AIGs) and synthesis
recipes. However, the severe scarcity of data due to a very limited number of
available AIGs results in overfitting, significantly hindering performance.
Additionally, the complexity and large number of nodes in AIGs make plain GNNs
less effective for learning expressive graph-level representations. To tackle
these challenges, we propose MTLSO - a Multi-Task Learning approach for Logic
Synthesis Optimization. On one hand, it maximizes the use of limited data by
training the model across different tasks. This includes introducing an
auxiliary task of binary multi-label graph classification alongside the primary
regression task, allowing the model to benefit from diverse supervision
sources. On the other hand, we employ a hierarchical graph representation
learning strategy to improve the model's capacity for learning expressive
graph-level representations of large AIGs, surpassing traditional plain GNNs.
Extensive experiments across multiple datasets and against state-of-the-art
baselines demonstrate the superiority of our method, achieving an average
performance gain of 8.22\% for delay and 5.95\% for area.",2024-09-09 21:20:36+00:00
SVS-GAN: Leveraging GANs for Semantic Video Synthesis,"In recent years, there has been a growing interest in Semantic Image
Synthesis (SIS) through the use of Generative Adversarial Networks (GANs) and
diffusion models. This field has seen innovations such as the implementation of
specialized loss functions tailored for this task, diverging from the more
general approaches in Image-to-Image (I2I) translation. While the concept of
Semantic Video Synthesis (SVS)$\unicode{x2013}$the generation of temporally
coherent, realistic sequences of images from semantic maps$\unicode{x2013}$is
newly formalized in this paper, some existing methods have already explored
aspects of this field. Most of these approaches rely on generic loss functions
designed for video-to-video translation or require additional data to achieve
temporal coherence. In this paper, we introduce the SVS-GAN, a framework
specifically designed for SVS, featuring a custom architecture and loss
functions. Our approach includes a triple-pyramid generator that utilizes SPADE
blocks. Additionally, we employ a U-Net-based network for the image
discriminator, which performs semantic segmentation for the OASIS loss. Through
this combination of tailored architecture and objective engineering, our
framework aims to bridge the existing gap between SIS and SVS, outperforming
current state-of-the-art models on datasets like Cityscapes and KITTI-360.",2024-09-09 21:14:44+00:00
DetoxBench: Benchmarking Large Language Models for Multitask Fraud & Abuse Detection,"Large language models (LLMs) have demonstrated remarkable capabilities in
natural language processing tasks. However, their practical application in
high-stake domains, such as fraud and abuse detection, remains an area that
requires further exploration. The existing applications often narrowly focus on
specific tasks like toxicity or hate speech detection. In this paper, we
present a comprehensive benchmark suite designed to assess the performance of
LLMs in identifying and mitigating fraudulent and abusive language across
various real-world scenarios. Our benchmark encompasses a diverse set of tasks,
including detecting spam emails, hate speech, misogynistic language, and more.
We evaluated several state-of-the-art LLMs, including models from Anthropic,
Mistral AI, and the AI21 family, to provide a comprehensive assessment of their
capabilities in this critical domain. The results indicate that while LLMs
exhibit proficient baseline performance in individual fraud and abuse detection
tasks, their performance varies considerably across tasks, particularly
struggling with tasks that demand nuanced pragmatic reasoning, such as
identifying diverse forms of misogynistic language. These findings have
important implications for the responsible development and deployment of LLMs
in high-risk applications. Our benchmark suite can serve as a tool for
researchers and practitioners to systematically evaluate LLMs for multi-task
fraud detection and drive the creation of more robust, trustworthy, and
ethically-aligned systems for fraud and abuse detection.",2024-09-09 21:12:03+00:00
Privacy-Preserving Data Linkage Across Private and Public Datasets for Collaborative Agriculture Research,"Digital agriculture leverages technology to enhance crop yield, disease
resilience, and soil health, playing a critical role in agricultural research.
However, it raises privacy concerns such as adverse pricing, price
discrimination, higher insurance costs, and manipulation of resources,
deterring farm operators from sharing data due to potential misuse. This study
introduces a privacy-preserving framework that addresses these risks while
allowing secure data sharing for digital agriculture. Our framework enables
comprehensive data analysis while protecting privacy. It allows stakeholders to
harness research-driven policies that link public and private datasets. The
proposed algorithm achieves this by: (1) identifying similar farmers based on
private datasets, (2) providing aggregate information like time and location,
(3) determining trends in price and product availability, and (4) correlating
trends with public policy data, such as food insecurity statistics. We validate
the framework with real-world Farmer's Market datasets, demonstrating its
efficacy through machine learning models trained on linked privacy-preserved
data. The results support policymakers and researchers in addressing food
insecurity and pricing issues. This work significantly contributes to digital
agriculture by providing a secure method for integrating and analyzing data,
driving advancements in agricultural technology and development.",2024-09-09 21:07:13+00:00
MLLM-FL: Multimodal Large Language Model Assisted Federated Learning on Heterogeneous and Long-tailed Data,"Previous studies on federated learning (FL) often encounter performance
degradation due to data heterogeneity among different clients. In light of the
recent advances in multimodal large language models (MLLMs), such as GPT-4v and
LLaVA, which demonstrate their exceptional proficiency in multimodal tasks,
such as image captioning and multimodal question answering. We introduce a
novel federated learning framework, named Multimodal Large Language Model
Assisted Federated Learning (MLLM-FL), which which employs powerful MLLMs at
the server end to address the heterogeneous and long-tailed challenges. Owing
to the advanced cross-modality representation capabilities and the extensive
open-vocabulary prior knowledge of MLLMs, our framework is adept at harnessing
the extensive, yet previously underexploited, open-source data accessible from
websites and powerful server-side computational resources. Hence, the MLLM-FL
not only enhances the performance but also avoids increasing the risk of
privacy leakage and the computational burden on local devices, distinguishing
it from prior methodologies. Our framework has three key stages. Initially,
prior to local training on local datasets of clients, we conduct global
visual-text pretraining of the model. This pretraining is facilitated by
utilizing the extensive open-source data available online, with the assistance
of multimodal large language models. Subsequently, the pretrained model is
distributed among various clients for local training. Finally, once the locally
trained models are transmitted back to the server, a global alignment is
carried out under the supervision of MLLMs to further enhance the performance.
Experimental evaluations on established benchmarks, show that our framework
delivers promising performance in the typical scenarios with data heterogeneity
and long-tail distribution across different clients in FL.",2024-09-09 21:04:16+00:00
DiffusionPen: Towards Controlling the Style of Handwritten Text Generation,"Handwritten Text Generation (HTG) conditioned on text and style is a
challenging task due to the variability of inter-user characteristics and the
unlimited combinations of characters that form new words unseen during
training. Diffusion Models have recently shown promising results in HTG but
still remain under-explored. We present DiffusionPen (DiffPen), a 5-shot style
handwritten text generation approach based on Latent Diffusion Models. By
utilizing a hybrid style extractor that combines metric learning and
classification, our approach manages to capture both textual and stylistic
characteristics of seen and unseen words and styles, generating realistic
handwritten samples. Moreover, we explore several variation strategies of the
data with multi-style mixtures and noisy embeddings, enhancing the robustness
and diversity of the generated data. Extensive experiments using IAM offline
handwriting database show that our method outperforms existing methods
qualitatively and quantitatively, and its additional generated data can improve
the performance of Handwriting Text Recognition (HTR) systems. The code is
available at: https://github.com/koninik/DiffusionPen.",2024-09-09 20:58:25+00:00
Statistical Mechanics of Min-Max Problems,"Min-max optimization problems, also known as saddle point problems, have
attracted significant attention due to their applications in various fields,
such as fair beamforming, generative adversarial networks (GANs), and
adversarial learning. However, understanding the properties of these min-max
problems has remained a substantial challenge. This study introduces a
statistical mechanical formalism for analyzing the equilibrium values of
min-max problems in the high-dimensional limit, while appropriately addressing
the order of operations for min and max. As a first step, we apply this
formalism to bilinear min-max games and simple GANs, deriving the relationship
between the amount of training data and generalization error and indicating the
optimal ratio of fake to real data for effective learning. This formalism
provides a groundwork for a deeper theoretical analysis of the equilibrium
properties in various machine learning methods based on min-max problems and
encourages the development of new algorithms and architectures.",2024-09-09 20:24:19+00:00
Online 3D reconstruction and dense tracking in endoscopic videos,"3D scene reconstruction from stereo endoscopic video data is crucial for
advancing surgical interventions. In this work, we present an online framework
for online, dense 3D scene reconstruction and tracking, aimed at enhancing
surgical scene understanding and assisting interventions. Our method
dynamically extends a canonical scene representation using Gaussian splatting,
while modeling tissue deformations through a sparse set of control points. We
introduce an efficient online fitting algorithm that optimizes the scene
parameters, enabling consistent tracking and accurate reconstruction. Through
experiments on the StereoMIS dataset, we demonstrate the effectiveness of our
approach, outperforming state-of-the-art tracking methods and achieving
comparable performance to offline reconstruction techniques. Our work enables
various downstream applications thus contributing to advancing the capabilities
of surgical assistance systems.",2024-09-09 19:58:42+00:00
Analyzing Tumors by Synthesis,"Computer-aided tumor detection has shown great potential in enhancing the
interpretation of over 80 million CT scans performed annually in the United
States. However, challenges arise due to the rarity of CT scans with tumors,
especially early-stage tumors. Developing AI with real tumor data faces issues
of scarcity, annotation difficulty, and low prevalence. Tumor synthesis
addresses these challenges by generating numerous tumor examples in medical
images, aiding AI training for tumor detection and segmentation. Successful
synthesis requires realistic and generalizable synthetic tumors across various
organs. This chapter reviews AI development on real and synthetic data and
summarizes two key trends in synthetic data for cancer imaging research:
modeling-based and learning-based approaches. Modeling-based methods, like
Pixel2Cancer, simulate tumor development over time using generic rules, while
learning-based methods, like DiffTumor, learn from a few annotated examples in
one organ to generate synthetic tumors in others. Reader studies with expert
radiologists show that synthetic tumors can be convincingly realistic. We also
present case studies in the liver, pancreas, and kidneys reveal that AI trained
on synthetic tumors can achieve performance comparable to, or better than, AI
only trained on real data. Tumor synthesis holds significant promise for
expanding datasets, enhancing AI reliability, improving tumor detection
performance, and preserving patient privacy.",2024-09-09 19:51:44+00:00
NESI: Shape Representation via Neural Explicit Surface Intersection,"Compressed representations of 3D shapes that are compact, accurate, and can
be processed efficiently directly in compressed form, are extremely useful for
digital media applications. Recent approaches in this space focus on learned
implicit or parametric representations. While implicits are well suited for
tasks such as in-out queries, they lack natural 2D parameterization,
complicating tasks such as texture or normal mapping. Conversely, parametric
representations support the latter tasks but are ill-suited for occupancy
queries. We propose a novel learned alternative to these approaches, based on
intersections of localized explicit, or height-field, surfaces. Since explicits
can be trivially expressed both implicitly and parametrically, NESI directly
supports a wider range of processing operations than implicit alternatives,
including occupancy queries and parametric access. We represent input shapes
using a collection of differently oriented height-field bounded half-spaces
combined using volumetric Boolean intersections. We first tightly bound each
input using a pair of oppositely oriented height-fields, forming a Double
Height-Field (DHF) Hull. We refine this hull by intersecting it with additional
localized height-fields (HFs) that capture surface regions in its interior. We
minimize the number of HFs necessary to accurately capture each input and
compactly encode both the DHF hull and the local HFs as neural functions
defined over subdomains of R^2. This reduced dimensionality encoding delivers
high-quality compact approximations. Given similar parameter count, or storage
capacity, NESI significantly reduces approximation error compared to the state
of the art, especially at lower parameter counts.",2024-09-09 19:40:52+00:00
SongCreator: Lyrics-based Universal Song Generation,"Music is an integral part of human culture, embodying human intelligence and
creativity, of which songs compose an essential part. While various aspects of
song generation have been explored by previous works, such as singing voice,
vocal composition and instrumental arrangement, etc., generating songs with
both vocals and accompaniment given lyrics remains a significant challenge,
hindering the application of music generation models in the real world. In this
light, we propose SongCreator, a song-generation system designed to tackle this
challenge. The model features two novel designs: a meticulously designed
dual-sequence language model (DSLM) to capture the information of vocals and
accompaniment for song generation, and an additional attention mask strategy
for DSLM, which allows our model to understand, generate and edit songs, making
it suitable for various song-related generation tasks. Extensive experiments
demonstrate the effectiveness of SongCreator by achieving state-of-the-art or
competitive performances on all eight tasks. Notably, it surpasses previous
works by a large margin in lyrics-to-song and lyrics-to-vocals. Additionally,
it is able to independently control the acoustic conditions of the vocals and
accompaniment in the generated song through different prompts, exhibiting its
potential applicability. Our samples are available at
https://songcreator.github.io/.",2024-09-09 19:37:07+00:00
Pioneering Precision in Lumbar Spine MRI Segmentation with Advanced Deep Learning and Data Enhancement,"This study presents an advanced approach to lumbar spine segmentation using
deep learning techniques, focusing on addressing key challenges such as class
imbalance and data preprocessing. Magnetic resonance imaging (MRI) scans of
patients with low back pain are meticulously preprocessed to accurately
represent three critical classes: vertebrae, spinal canal, and intervertebral
discs (IVDs). By rectifying class inconsistencies in the data preprocessing
stage, the fidelity of the training data is ensured. The modified U-Net model
incorporates innovative architectural enhancements, including an upsample block
with leaky Rectified Linear Units (ReLU) and Glorot uniform initializer, to
mitigate common issues such as the dying ReLU problem and improve stability
during training. Introducing a custom combined loss function effectively
tackles class imbalance, significantly improving segmentation accuracy.
Evaluation using a comprehensive suite of metrics showcases the superior
performance of this approach, outperforming existing methods and advancing the
current techniques in lumbar spine segmentation. These findings hold
significant advancements for enhanced lumbar spine MRI and segmentation
diagnostic accuracy.",2024-09-09 19:22:17+00:00
Deep Generative Model for Mechanical System Configuration Design,"Generative AI has made remarkable progress in addressing various design
challenges. One prominent area where generative AI could bring significant
value is in engineering design. In particular, selecting an optimal set of
components and their interfaces to create a mechanical system that meets design
requirements is one of the most challenging and time-consuming tasks for
engineers. This configuration design task is inherently challenging due to its
categorical nature, multiple design requirements a solution must satisfy, and
the reliance on physics simulations for evaluating potential solutions. These
characteristics entail solving a combinatorial optimization problem with
multiple constraints involving black-box functions. To address this challenge,
we propose a deep generative model to predict the optimal combination of
components and interfaces for a given design problem. To demonstrate our
approach, we solve a gear train synthesis problem by first creating a synthetic
dataset using a grammar, a parts catalogue, and a physics simulator. We then
train a Transformer using this dataset, named GearFormer, which can not only
generate quality solutions on its own, but also augment search methods such as
an evolutionary algorithm and Monte Carlo tree search. We show that GearFormer
outperforms such search methods on their own in terms of satisfying the
specified design requirements with orders of magnitude faster generation time.
Additionally, we showcase the benefit of hybrid methods that leverage both
GearFormer and search methods, which further improve the quality of the
solutions.",2024-09-09 19:15:45+00:00
Improved Visually Prompted Keyword Localisation in Real Low-Resource Settings,"Given an image query, visually prompted keyword localisation (VPKL) aims to
find occurrences of the depicted word in a speech collection. This can be
useful when transcriptions are not available for a low-resource language (e.g.
if it is unwritten). Previous work showed that VPKL can be performed with a
visually grounded speech model trained on paired images and unlabelled speech.
But all experiments were done on English. Moreover, transcriptions were used to
get positive and negative pairs for the contrastive loss. This paper introduces
a few-shot learning scheme to mine pairs automatically without transcriptions.
On English, this results in only a small drop in performance. We also - for the
first time - consider VPKL on a real low-resource language, Yoruba. While
scores are reasonable, here we see a bigger drop in performance compared to
using ground truth pairs because the mining is less accurate in Yoruba.",2024-09-09 19:12:03+00:00
Enhanced Generative Data Augmentation for Semantic Segmentation via Stronger Guidance,"Data augmentation is a widely used technique for creating training data for
tasks that require labeled data, such as semantic segmentation. This method
benefits pixel-wise annotation tasks requiring much effort and intensive labor.
Traditional data augmentation methods involve simple transformations like
rotations and flips to create new images from existing ones. However, these new
images may lack diversity along the main semantic axes in the data and not
change high-level semantic properties. To address this issue, generative models
have emerged as an effective solution for augmenting data by generating
synthetic images. Controllable generative models offer a way to augment data
for semantic segmentation tasks using a prompt and visual reference from the
original image. However, using these models directly presents challenges, such
as creating an effective prompt and visual reference to generate a synthetic
image that accurately reflects the content and structure of the original. In
this work, we introduce an effective data augmentation method for semantic
segmentation using the Controllable Diffusion Model. Our proposed method
includes efficient prompt generation using Class-Prompt Appending and Visual
Prior Combination to enhance attention to labeled classes in real images. These
techniques allow us to generate images that accurately depict segmented classes
in the real image. In addition, we employ the class balancing algorithm to
ensure efficiency when merging the synthetic and original images to generate
balanced data for the training dataset. We evaluated our method on the PASCAL
VOC datasets and found it highly effective for synthesizing images in semantic
segmentation.",2024-09-09 19:01:14+00:00
Adapting to Shifting Correlations with Unlabeled Data Calibration,"Distribution shifts between sites can seriously degrade model performance
since models are prone to exploiting unstable correlations. Thus, many methods
try to find features that are stable across sites and discard unstable
features. However, unstable features might have complementary information that,
if used appropriately, could increase accuracy. More recent methods try to
adapt to unstable features at the new sites to achieve higher accuracy.
However, they make unrealistic assumptions or fail to scale to multiple
confounding features. We propose Generalized Prevalence Adjustment (GPA for
short), a flexible method that adjusts model predictions to the shifting
correlations between prediction target and confounders to safely exploit
unstable features. GPA can infer the interaction between target and confounders
in new sites using unlabeled samples from those sites. We evaluate GPA on
several real and synthetic datasets, and show that it outperforms competitive
baselines.",2024-09-09 18:45:43+00:00
MessIRve: A Large-Scale Spanish Information Retrieval Dataset,"Information retrieval (IR) is the task of finding relevant documents in
response to a user query. Although Spanish is the second most spoken native
language, current IR benchmarks lack Spanish data, hindering the development of
information access tools for Spanish speakers. We introduce MessIRve, a
large-scale Spanish IR dataset with around 730 thousand queries from Google's
autocomplete API and relevant documents sourced from Wikipedia. MessIRve's
queries reflect diverse Spanish-speaking regions, unlike other datasets that
are translated from English or do not consider dialectal variations. The large
size of the dataset allows it to cover a wide variety of topics, unlike smaller
datasets. We provide a comprehensive description of the dataset, comparisons
with existing datasets, and baseline evaluations of prominent IR models. Our
contributions aim to advance Spanish IR research and improve information access
for Spanish speakers.",2024-09-09 18:45:04+00:00
FairHome: A Fair Housing and Fair Lending Dataset,"We present a Fair Housing and Fair Lending dataset (FairHome): A dataset with
around 75,000 examples across 9 protected categories. To the best of our
knowledge, FairHome is the first publicly available dataset labeled with binary
labels for compliance risk in the housing domain. We demonstrate the usefulness
and effectiveness of such a dataset by training a classifier and using it to
detect potential violations when using a large language model (LLM) in the
context of real-estate transactions. We benchmark the trained classifier
against state-of-the-art LLMs including GPT-3.5, GPT-4, LLaMA-3, and Mistral
Large in both zero-shot and few-shot contexts. Our classifier outperformed with
an F1-score of 0.91, underscoring the effectiveness of our dataset.",2024-09-09 18:34:26+00:00
A Comprehensive Comparison Between ANNs and KANs For Classifying EEG Alzheimer's Data,"Alzheimer's Disease is an incurable cognitive condition that affects
thousands of people globally. While some diagnostic methods exist for
Alzheimer's Disease, many of these methods cannot detect Alzheimer's in its
earlier stages. Recently, researchers have explored the use of
Electroencephalogram (EEG) technology for diagnosing Alzheimer's. EEG is a
noninvasive method of recording the brain's electrical signals, and EEG data
has shown distinct differences between patients with and without Alzheimer's.
In the past, Artificial Neural Networks (ANNs) have been used to predict
Alzheimer's from EEG data, but these models sometimes produce false positive
diagnoses. This study aims to compare losses between ANNs and Kolmogorov-Arnold
Networks (KANs) across multiple types of epochs, learning rates, and nodes. The
results show that across these different parameters, ANNs are more accurate in
predicting Alzheimer's Disease from EEG signals.",2024-09-09 18:31:39+00:00
